id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze,population,gdp_per_capita
920028907,Byron Robinson,USA,male,5/10/95,1.76,74.0,athletics,0,0,0,321418820.0,56115.7184261955
252432878,C.T. Pan,TPE,male,11/12/91,1.68,65.0,golf,0,0,0,,
247346852,Caeleb Dressel,USA,male,8/16/96,1.91,86.0,aquatics,2,0,0,321418820.0,56115.7184261955
914044399,Cagla Buyukakcay,TUR,female,9/28/89,1.72,58.0,tennis,0,0,0,78665830.0,9125.68758972936
406549874,Caia van Maasakker,NED,female,4/5/89,1.8,69.0,hockey,0,1,0,16936520.0,44299.768085383
18622820,Caileigh Filmer,CAN,female,12/18/96,1.69,76.0,rowing,0,0,0,35851774.0,43248.529909341
196015602,Caio Bonfim,BRA,male,3/19/91,1.74,60.0,athletics,0,0,0,207847528.0,8538.5899749574
959903896,Caitlin Cooper,AUS,female,2/12/88,1.71,66.0,football,0,0,0,23781169.0,56310.9629933721
181162100,Caitlin Foord,AUS,female,11/11/94,1.65,58.0,football,0,0,0,23781169.0,56310.9629933721
233739460,Caitlin Ryan,NZL,female,2/9/92,1.78,95.0,canoe,0,0,0,4595700.0,37807.9672760442
637321391,Caitlin Sargent-Jones,AUS,female,6/14/92,1.71,60.0,athletics,0,0,0,23781169.0,56310.9629933721
147956765,Caitlin van Sickle,USA,female,1/26/90,1.66,58.0,hockey,0,0,0,321418820.0,56115.7184261955
100675394,Cale Simmons,USA,male,2/5/91,,,athletics,0,0,0,321418820.0,56115.7184261955
715671042,Caleb Mwangangi Ndiku,KEN,male,10/9/92,1.67,65.0,athletics,0,0,0,46050302.0,1376.71282894881
521652208,Caleb Paine,USA,male,11/15/90,1.91,97.0,sailing,0,0,1,321418820.0,56115.7184261955
47877217,Caleb Shepherd,NZL,male,6/29/93,1.68,55.0,rowing,0,0,0,4595700.0,37807.9672760442
7468287,Callum Hawkins,GBR,male,6/22/92,1.79,62.0,athletics,0,0,0,65138232.0,43875.9696143686
205286149,Callum Scotson,AUS,male,8/10/96,1.84,77.0,cycling,0,1,0,23781169.0,56310.9629933721
598986059,Callum Skinner,GBR,male,8/20/92,1.87,93.0,cycling,1,1,0,65138232.0,43875.9696143686
227626203,Calvyn Justus,RSA,male,12/14/95,1.95,70.0,aquatics,0,0,0,54956920.0,5723.97335690212
638140243,Cam Kurle,GBR,male,7/19/97,1.86,66.0,aquatics,0,0,0,65138232.0,43875.9696143686
379834078,Cameron Bairstow,AUS,male,12/7/90,2.06,118.0,basketball,0,0,0,23781169.0,56310.9629933721
673317793,Cameron Clark,AUS,male,3/20/93,1.85,84.0,rugby sevens,0,0,0,23781169.0,56310.9629933721
115794046,Cameron Girdlestone,AUS,male,4/29/88,1.9,92.0,rowing,0,1,0,23781169.0,56310.9629933721
464109574,Cameron McEvoy,AUS,male,5/13/94,1.85,75.0,aquatics,0,0,2,23781169.0,56310.9629933721
744574832,Cameron Pimentel,BER,male,4/13/91,1.83,80.0,sailing,0,0,0,65235.0,
87311280,Cameron Smedley,CAN,male,10/9/90,1.78,75.0,canoe,0,0,0,35851774.0,43248.529909341
59463747,Cameron van der Burgh,RSA,male,5/25/88,1.85,85.0,aquatics,0,1,0,54956920.0,5723.97335690212
62078309,Camila,BRA,female,10/10/94,1.59,60.0,football,0,0,0,207847528.0,8538.5899749574
761225267,Camila Pedrosa,BRA,female,3/12/75,1.72,68.0,aquatics,0,0,0,207847528.0,8538.5899749574
403141016,Camila Valle Granados,PER,female,7/7/95,1.6,60.0,rowing,0,0,0,31376670.0,6027.12585529551
814870853,Camilla Cattaneo,ITA,female,2/12/90,1.73,54.0,aquatics,0,0,0,60802085.0,29957.8043154372
711276110,Camilla Cedercreutz,FIN,female,1/31/93,1.67,66.0,sailing,0,0,0,5482013.0,42311.0362306446
338343277,Camilla Hattersley,GBR,female,2/24/95,1.74,59.0,aquatics,0,0,0,65138232.0,43875.9696143686
384002345,Camilla Herrem,NOR,female,10/8/86,1.67,,handball,0,0,1,5195921.0,74400.3697770928
439378306,Camilla Kruger,ZIM,female,9/19/86,1.61,51.0,equestrian,0,0,0,15602751.0,924.143819253412
118087738,Camilla Patriarca,ITA,female,11/4/94,1.7,50.0,gymnastics,0,0,0,60802085.0,29957.8043154372
766408669,Camilla Speirs,IRL,female,8/23/89,1.54,57.0,equestrian,0,0,0,4640703.0,61133.672427322
187290528,Camille Abily,FRA,female,12/5/84,1.68,60.0,football,0,0,0,66808385.0,36205.5681017036
373069016,Camille Ayglon Saurina,FRA,female,5/21/85,1.8,66.0,handball,0,1,0,66808385.0,36205.5681017036
788191192,Camille Cheng,HKG,female,5/9/93,1.78,65.0,aquatics,0,0,0,7305700.0,42327.8399570345
919018525,Camille Grassineau,FRA,female,9/10/90,1.65,58.0,rugby sevens,0,0,0,66808385.0,36205.5681017036
614590923,Camille Lacourt,FRA,male,4/22/85,2.0,85.0,aquatics,0,0,0,66808385.0,36205.5681017036
510528142,Camille Lecointre,FRA,female,2/25/85,1.59,56.0,sailing,0,0,1,66808385.0,36205.5681017036
241013969,Camilyne Oyuayo,KEN,female,4/16/82,1.67,72.0,rugby sevens,0,0,0,46050302.0,1376.71282894881
94450987,Cammile Adams,USA,female,9/11/91,1.73,65.0,aquatics,0,0,0,321418820.0,56115.7184261955
495694072,Cancan Ren,CHN,female,1/26/88,1.68,,boxing,0,0,1,1371220000.0,8027.68381013907
595425335,Candie Kung,TPE,female,8/8/81,1.7,70.0,golf,0,0,0,,
873362411,Cansel Deniz,KAZ,female,8/26/91,1.75,67.0,taekwondo,0,0,0,17544126.0,10509.9810699442
705883507,Caridad Jerez,ESP,female,1/23/91,1.66,58.0,athletics,0,0,0,46418269.0,25831.5823052954
978280243,Carin Stromberg,SWE,female,7/10/93,1.84,83.0,handball,0,0,0,9798871.0,50579.6736486777
725855648,Carina Ana Garcia Kradolfer,BOL,female,1/3/84,1.6,58.0,shooting,0,0,0,10724705.0,3076.79181060881
448095596,Carina Baer,GER,female,1/23/90,1.85,75.0,rowing,1,0,0,81413145.0,41313.3139945434
840008522,Carina Horn,RSA,female,3/9/89,1.68,62.0,athletics,0,0,0,54956920.0,5723.97335690212
337197215,Carl Dohmann,GER,male,5/18/90,1.83,62.0,athletics,0,0,0,81413145.0,41313.3139945434
570448421,Carl Fredrik Stefan Schoen,SWE,male,7/11/87,1.87,102.0,wrestling,0,0,0,9798871.0,50579.6736486777
48374531,Carl Hester,GBR,male,6/29/67,1.82,86.0,equestrian,0,1,0,65138232.0,43875.9696143686
123412011,Carla Nelte,GER,female,9/21/90,1.71,60.0,badminton,0,0,0,81413145.0,41313.3139945434
415538486,Carla Rebecchi,ARG,female,9/7/84,1.63,55.0,hockey,0,0,0,43416755.0,13431.8783398577
728630028,Carla Salome Rocha,POR,female,4/25/90,1.57,46.0,athletics,0,0,0,10348648.0,19222.1500764153
873188308,Carla Suarez Navarro,ESP,female,9/3/88,1.62,61.0,tennis,0,0,0,46418269.0,25831.5823052954
226631924,Carles Castillejo,ESP,male,8/18/78,1.65,61.0,athletics,0,0,0,46418269.0,25831.5823052954
714231073,Carli Lloyd,USA,female,8/6/89,1.8,75.0,volleyball,0,0,1,321418820.0,56115.7184261955
228340991,Carli Lloyd,USA,female,7/16/82,1.72,61.0,football,0,0,0,321418820.0,56115.7184261955
323715305,Carlien Dirkse van den Heuvel,NED,female,4/16/87,1.7,56.0,hockey,0,1,0,16936520.0,44299.768085383
215241067,Carlin Isles,USA,male,11/21/89,1.73,74.0,rugby sevens,0,0,0,321418820.0,56115.7184261955
549956425,Carline Bouw,NED,female,12/14/84,1.84,72.0,rowing,0,1,0,16936520.0,44299.768085383
807476315,Carline Muir,CAN,female,10/1/87,1.7,65.0,athletics,0,0,0,35851774.0,43248.529909341
233428453,Carling Zeeman,CAN,female,5/27/91,1.87,85.0,rowing,0,0,0,35851774.0,43248.529909341
924818266,Carlo Tacchini,ITA,male,1/25/95,1.76,73.0,canoe,0,0,0,60802085.0,29957.8043154372
132849150,Carlos Alberto Ramirez Yepes,COL,male,3/12/94,1.78,65.0,cycling,0,0,1,48228704.0,6056.14771720405
639279380,Carlos Andres Mina,ECU,male,4/30/92,1.87,,boxing,0,0,0,16144363.0,6205.06414529951
654897957,Carlos Andres Munoz Jaramillo,COL,male,8/3/92,1.8,75.0,wrestling,0,0,0,48228704.0,6056.14771720405
929589986,Carlos Arturo Izquierdo Mendez,COL,male,10/2/97,1.82,74.0,wrestling,0,0,0,48228704.0,6056.14771720405
875748101,Carlos Cisneros,MEX,male,8/30/93,1.75,72.0,football,0,0,0,127017224.0,9005.02426497766
992315197,Carlos Claverie,VEN,male,9/19/96,1.95,85.0,aquatics,0,0,0,31108083.0,
664891338,Carlos Coloma Nicolas,ESP,male,9/28/81,1.71,65.0,cycling,0,0,1,46418269.0,25831.5823052954
562138964,Carlos Delfino,ARG,male,8/29/82,2.0,95.0,basketball,0,0,0,43416755.0,13431.8783398577
955217464,Carlos Eduardo Quipo Pilataxi,ECU,male,5/17/90,1.56,,boxing,0,0,0,16144363.0,6205.06414529951
520489478,Carlos Fierro,MEX,male,7/23/94,1.75,69.0,football,0,0,0,127017224.0,9005.02426497766
487944267,Carlos Guerra,MEX,male,8/3/81,1.96,95.0,volleyball,0,0,0,127017224.0,9005.02426497766
770819591,Carlos Lemos,COL,male,6/3/88,1.83,76.0,athletics,0,0,0,48228704.0,6056.14771720405
666394255,Carlos Lobos Munoz,CHI,male,12/21/80,1.75,73.0,equestrian,0,0,0,17948141.0,13416.2300390185
120477759,Carlos Mario Oquendo Zabala,COL,male,11/16/87,1.86,85.0,cycling,0,0,0,48228704.0,6056.14771720405
744295667,Carlos Parro,BRA,male,6/5/79,1.79,76.0,equestrian,0,0,0,207847528.0,8538.5899749574
983424219,Carlos Peralta Gallego,ESP,male,1/30/94,1.65,60.0,aquatics,0,0,0,46418269.0,25831.5823052954
572124752,Carlos Ruben Navarro Valdez,MEX,male,5/8/96,1.77,58.0,taekwondo,0,0,0,127017224.0,9005.02426497766
279620317,Carlos Salcedo,MEX,male,9/29/93,1.84,82.0,football,0,0,0,127017224.0,9005.02426497766
561704538,Carlos Tobalina,ESP,male,8/2/85,1.88,120.0,athletics,0,0,0,46418269.0,25831.5823052954
318016892,Carlos Zenon Balderas Jr.,USA,male,8/24/96,1.76,,boxing,0,0,0,321418820.0,56115.7184261955
848682435,Carlota Ciganda,ESP,female,6/1/90,1.74,68.0,golf,0,0,0,46418269.0,25831.5823052954
707042640,Carlota Petchame,ESP,female,6/25/90,1.6,53.0,hockey,0,0,0,46418269.0,25831.5823052954
637147877,Carlotta Ferlito,ITA,female,2/15/95,1.6,50.0,gymnastics,0,0,0,60802085.0,29957.8043154372
383488560,Carlotta Zofkova,ITA,female,2/22/93,1.83,74.0,aquatics,0,0,0,60802085.0,29957.8043154372
11238404,Carmelo Anthony,USA,male,5/29/84,2.03,109.0,basketball,1,0,0,321418820.0,56115.7184261955
477040413,Carmen Farmer,USA,female,12/4/80,1.86,81.0,rugby sevens,0,0,0,321418820.0,56115.7184261955
440033203,Carmen Martin,ESP,female,5/29/88,1.72,72.0,handball,0,0,0,46418269.0,25831.5823052954
638974451,Carmen Marton,AUS,female,6/30/86,1.72,67.0,taekwondo,0,0,0,23781169.0,56310.9629933721
529017724,Carmen Patricia Martinez,PAR,female,12/26/82,1.6,55.0,athletics,0,0,0,6639123.0,4080.95144785437
692509182,Carmiesha Cox,BAH,female,5/16/95,,,athletics,0,0,0,388019.0,22817.2308572518
386843805,Carmine Tommasone,ITA,male,3/30/84,1.67,,boxing,0,0,0,60802085.0,29957.8043154372
179760844,Carola Salvatella,ESP,female,7/8/94,1.71,58.0,hockey,0,0,0,46418269.0,25831.5823052954
331103388,Carolena Carstens,PAN,female,1/18/96,1.68,57.0,taekwondo,0,0,0,3929141.0,13268.1137549335
622673655,Carolin Golubytskyi,GER,female,12/19/85,1.67,57.0,fencing,0,0,0,81413145.0,41313.3139945434
751199209,Carolin Schafer,GER,female,12/5/91,1.78,65.0,athletics,0,0,0,81413145.0,41313.3139945434
999509819,Carolina Aguirre,COL,female,1/29/96,1.6,59.0,archery,0,0,0,48228704.0,6056.14771720405
809071082,Carolina Arbelaez,COL,female,3/8/95,1.61,55.0,football,0,0,0,48228704.0,6056.14771720405
467587531,Carolina Arias,COL,female,9/2/90,1.59,52.0,football,0,0,0,48228704.0,6056.14771720405
552675291,Carolina Castillo Hidalgo,COL,female,11/4/90,1.57,48.0,wrestling,0,0,0,48228704.0,6056.14771720405
905750537,Carolina Marin,ESP,female,6/15/93,1.72,65.0,badminton,1,0,0,46418269.0,25831.5823052954
362193279,Carolina Rodriguez,ESP,female,5/24/86,1.64,48.0,gymnastics,0,0,0,46418269.0,25831.5823052954
275280990,Carolina Rodriguez Gutierrez,MEX,female,9/30/93,1.63,80.0,cycling,0,0,0,127017224.0,9005.02426497766
488698668,Carolina Routier,ESP,female,4/23/90,1.72,60.0,triathlon,0,0,0,46418269.0,25831.5823052954
763290090,Carolina Werner,GER,female,3/2/94,1.68,58.0,sailing,0,0,0,81413145.0,41313.3139945434
237276170,Caroline Buchanan,AUS,female,10/24/90,1.65,68.0,cycling,0,0,0,23781169.0,56310.9629933721
618435469,Caroline Garcia,FRA,female,10/16/93,1.77,61.0,tennis,0,0,0,66808385.0,36205.5681017036
8177230,Caroline Kumahara,BRA,female,7/27/95,1.66,58.0,table tennis,0,0,0,207847528.0,8538.5899749574
965494911,Caroline Ladagnous,FRA,female,9/22/88,1.72,65.0,rugby sevens,0,0,0,66808385.0,36205.5681017036
454726580,Caroline Marton,AUS,female,4/14/84,1.68,56.0,taekwondo,0,0,0,23781169.0,56310.9629933721
378248537,Caroline Masson,GER,female,5/14/89,1.73,72.0,golf,0,0,0,81413145.0,41313.3139945434
479238224,Caroline Seger,SWE,female,3/19/85,1.73,62.0,football,0,1,0,9798871.0,50579.6736486777
53417800,Caroline Wozniacki,DEN,female,7/11/90,1.79,65.0,tennis,0,0,0,5676002.0,51989.2934712354
396948755,Carolle Zahi,FRA,female,6/12/94,1.7,66.0,athletics,0,0,0,66808385.0,36205.5681017036
633400313,Carrie Smith,AUS,female,1/28/95,1.65,55.0,sailing,0,0,0,23781169.0,56310.9629933721
37516553,Carsten Mogensen,DEN,male,7/24/83,1.88,75.0,badminton,0,0,0,5676002.0,51989.2934712354
944589858,Carvin Nkanata,KEN,male,5/6/91,,,athletics,0,0,0,46050302.0,1376.71282894881
666382963,Casey Dumont,AUS,female,1/25/92,1.8,82.0,football,0,0,0,23781169.0,56310.9629933721
899383164,Casey Eichfeld,USA,male,11/15/89,1.78,77.0,canoe,0,0,0,321418820.0,56115.7184261955
472505034,Casey Patterson,USA,male,4/20/80,1.99,88.0,volleyball,0,0,0,321418820.0,56115.7184261955
503788455,Casey Sablowski,AUS,female,3/19/89,1.7,62.0,hockey,0,0,0,23781169.0,56310.9629933721
450608241,Casper Mortensen,DEN,male,12/14/89,1.9,88.0,handball,1,0,0,5676002.0,51989.2934712354
452251425,Casper Nielsen,DEN,male,4/29/94,1.8,70.0,football,0,0,0,5676002.0,51989.2934712354
583629384,Casper Pedersen,DEN,male,3/15/96,1.86,74.0,cycling,0,0,0,5676002.0,51989.2934712354
579676651,Casper von Folsach,DEN,male,3/30/93,1.91,82.0,cycling,0,0,1,5676002.0,51989.2934712354
289009980,Cassandre Beaugrand,FRA,female,5/23/97,1.77,54.0,triathlon,0,0,0,66808385.0,36205.5681017036
105404448,Cassio Cesar Rippel,BRA,male,5/2/78,1.93,95.0,shooting,0,0,0,207847528.0,8538.5899749574
858551569,Cassio Rivetti,UKR,male,2/20/80,1.75,65.0,equestrian,0,0,0,45198200.0,2114.95471628444
190873405,Caster Semenya,RSA,female,1/7/91,1.78,70.0,athletics,1,0,0,54956920.0,5723.97335690212
654622452,Catalina Elena Escobar Gomez,COL,female,9/21/90,1.56,50.0,gymnastics,0,0,0,48228704.0,6056.14771720405
768142063,Catalina Perez,COL,female,11/8/94,1.74,60.0,football,0,0,0,48228704.0,6056.14771720405
885026394,Catalina Usme,COL,female,12/25/89,1.68,67.0,football,0,0,0,48228704.0,6056.14771720405
468505846,Cate Campbell,AUS,female,5/20/92,1.86,74.0,aquatics,1,1,0,23781169.0,56310.9629933721
576401005,Caterine Ibarguen,COL,female,2/12/84,1.85,70.0,athletics,1,0,0,48228704.0,6056.14771720405
985557149,Catharine Pendrel,CAN,female,9/30/80,1.66,50.0,cycling,0,0,1,35851774.0,43248.529909341
638981587,Catherine Abilla,KEN,female,4/1/89,1.62,56.0,rugby sevens,0,0,0,46050302.0,1376.71282894881
974386617,Catherine Beauchemin-Pinard,CAN,female,6/26/94,1.61,57.0,judo,0,0,0,35851774.0,43248.529909341
315097608,Catherine Bertone,ITA,female,5/6/72,1.6,45.0,athletics,0,0,0,60802085.0,29957.8043154372
578087972,Catherine Bott,NZL,female,4/22/95,1.65,62.0,football,0,0,0,4595700.0,37807.9672760442
62565482,Catherine Meili,USA,female,4/16/91,1.71,61.0,aquatics,1,0,1,321418820.0,56115.7184261955
567465355,Catherine Skinner,AUS,female,2/11/90,1.72,80.0,shooting,1,0,0,23781169.0,56310.9629933721
761809056,Cathrine Dufour,DEN,female,1/2/92,1.7,68.0,equestrian,0,0,0,5676002.0,51989.2934712354
980333381,Catia Azevedo,POR,female,3/9/94,1.7,50.0,athletics,0,0,0,10348648.0,19222.1500764153
187632862,Catriel Andres Soto,ARG,male,4/29/87,1.75,68.0,cycling,0,0,0,43416755.0,13431.8783398577
255503629,Catriona Matthew,GBR,female,8/25/69,1.63,60.0,golf,0,0,0,65138232.0,43875.9696143686
694774919,Cayla George,AUS,female,5/1/89,1.92,90.0,basketball,0,0,0,23781169.0,56310.9629933721
71279109,Caylee Watson,ISV,female,10/10/94,,,aquatics,0,0,0,103574.0,
999104659,Cazuo Matsumoto,BRA,male,8/2/85,1.8,88.0,table tennis,0,0,0,207847528.0,8538.5899749574
869798237,Cecil Afrika,RSA,male,3/3/88,1.75,75.0,rugby sevens,0,0,1,54956920.0,5723.97335690212
558867540,Cecile Pieper,GER,female,8/31/94,1.66,56.0,hockey,0,0,1,81413145.0,41313.3139945434
369221148,Cecilia Berder,FRA,female,12/13/89,1.74,65.0,fencing,0,0,0,66808385.0,36205.5681017036
728202401,Cecilia Bouele,CGO,female,1/7/93,1.66,60.0,athletics,0,0,0,4620330.0,1851.19991555492
721352055,Cecilia Carranza Saroli,ARG,female,12/29/86,1.64,63.0,sailing,1,0,0,43416755.0,13431.8783398577
333612989,Cecilia Perez,MEX,female,11/1/91,1.65,53.0,triathlon,0,0,0,127017224.0,9005.02426497766
958457739,Cecilia Wollmann,BER,female,1/23/98,1.64,60.0,sailing,0,0,0,65235.0,
947360474,Cedric Charlier,BEL,male,11/27/87,1.81,81.0,hockey,0,1,0,11285721.0,40324.0277657215
82592097,Cedric Dubler,AUS,male,1/13/95,,,athletics,0,0,0,23781169.0,56310.9629933721
408751160,Cedric Sorhaindo,FRA,male,6/7/84,1.92,110.0,handball,0,1,0,66808385.0,36205.5681017036
437255555,Ceiber David Avila,COL,male,5/26/89,1.63,,boxing,0,0,0,48228704.0,6056.14771720405
245970037,Cejhae Greene,ANT,male,10/6/95,1.74,72.0,athletics,0,0,0,91818.0,13714.7319616988
205420967,Celeste Plak,NED,female,10/26/95,1.9,90.0,volleyball,0,0,0,16936520.0,44299.768085383
388140867,Celestin Nihorimbere,BDI,male,1/11/93,1.67,55.0,athletics,0,0,0,11178921.0,277.068309170914
537701944,Celestine Masinde,KEN,female,1/12/87,1.62,60.0,rugby sevens,0,0,0,46050302.0,1376.71282894881
636512936,Celiangeli Morales,PUR,female,11/2/85,1.65,63.0,athletics,0,0,0,3474182.0,
978104747,Celine Distel-Bonnet,FRA,female,5/25/87,1.7,59.0,athletics,0,0,0,66808385.0,36205.5681017036
582673345,Celine Goberville,FRA,female,9/19/86,1.56,53.0,shooting,0,0,0,66808385.0,36205.5681017036
290030374,Celio Dias,POR,male,2/8/93,1.88,90.0,judo,0,0,0,10348648.0,19222.1500764153
206341910,Celma Bonfim da Graca,STP,female,12/23/77,1.65,58.0,athletics,0,0,0,190344.0,1669.06326801326
291597305,Celso Oliveira,BRA,male,10/28/88,1.88,88.0,canoe,0,0,0,207847528.0,8538.5899749574
991308199,Celtus Williams Abiola Dossou Yovo,BEN,male,4/1/86,1.75,89.0,judo,0,0,0,10879829.0,762.051205441965
69938071,Cem Yilmaz,TUR,male,6/3/82,1.8,70.0,rowing,0,0,0,78665830.0,9125.68758972936
300985690,Cenk Ildem,TUR,male,1/5/86,1.8,98.0,wrestling,0,0,1,78665830.0,9125.68758972936
435408046,Cesar Augusto Almeida,BRA,male,1/6/89,1.88,98.0,handball,0,0,0,207847528.0,8538.5899749574
518609220,Cesar Castro,BRA,male,9/2/82,1.75,73.0,aquatics,0,0,0,207847528.0,8538.5899749574
454137543,Cesar Ernesto de Cesare,ECU,male,7/12/80,1.9,92.0,canoe,0,0,0,16144363.0,6205.06414529951
15259050,Cesar Marcano,VEN,male,10/22/87,1.77,76.0,cycling,0,0,0,31108083.0,
427211622,Cesar Montes,MEX,male,2/24/97,1.91,70.0,football,0,0,0,127017224.0,9005.02426497766
794568410,Cesar Sempere,ESP,male,5/26/84,1.82,86.0,rugby sevens,0,0,0,46418269.0,25831.5823052954
844330987,Cesar Y. Ruiz,CUB,male,1/18/95,1.84,77.0,athletics,0,0,0,11389562.0,
51787706,Chad Guy Bertrand le Clos,RSA,male,4/12/92,1.9,83.0,aquatics,0,2,0,54956920.0,5723.97335690212
797308674,Chad Ho,RSA,male,6/21/90,1.72,75.0,aquatics,0,0,0,54956920.0,5723.97335690212
406780652,Chaebin Im,KOR,male,10/29/91,1.69,75.0,cycling,0,0,0,50617045.0,27221.5240509661
300475041,Chafik Bouaoud,ALG,male,2/12/99,1.77,74.0,shooting,0,0,0,39666519.0,4206.03123244958
388718541,Chagnaadorj Usukhbayar,MGL,male,5/6/97,1.55,56.0,weightlifting,0,0,0,2959134.0,3967.82938559498
465407360,Chahinez Nasri,TUN,female,6/3/96,1.68,51.0,athletics,0,0,0,11107800.0,3872.51208364171
355057478,Chaim Schalk,CAN,male,4/23/86,1.95,88.0,volleyball,0,0,0,35851774.0,43248.529909341
143002811,Chain Singh,IND,male,4/5/89,1.72,68.0,shooting,0,0,0,1311050527.0,1598.25903421916
845845123,Chakir Ansari,MAR,male,6/22/91,1.68,57.0,wrestling,0,0,0,34377511.0,2878.20134215919
738060846,Chala Beyo,ETH,male,1/18/96,1.76,58.0,athletics,0,0,0,99390750.0,619.169406475891
175009938,Chamara Repiyallage,SRI,male,5/10/92,1.6,73.0,judo,0,0,0,20966000.0,3926.17439589454
278008849,Chamberlain Oguchi,NGR,male,4/28/86,1.98,90.0,basketball,0,0,0,182201962.0,2640.2907388575
723338672,Chandanda Thimmaiah,IND,male,1/18/91,1.71,61.0,hockey,0,0,0,1311050527.0,1598.25903421916
974332557,Chandong Lee,KOR,male,1/10/93,1.83,83.0,football,0,0,0,50617045.0,27221.5240509661
523414424,Changgeun Lee,KOR,male,8/30/93,,,football,0,0,0,50617045.0,27221.5240509661
328876180,Changhoon Kwon,KOR,male,6/30/94,1.74,66.0,football,0,0,0,50617045.0,27221.5240509661
981134521,Changjin Moon,KOR,male,7/12/93,1.7,63.0,football,0,0,0,50617045.0,27221.5240509661
988404471,Changju Kim,KOR,male,9/20/85,1.78,69.0,sailing,0,0,0,50617045.0,27221.5240509661
134774857,Changmin Lee,KOR,male,1/20/94,1.78,74.0,football,0,0,0,50617045.0,27221.5240509661
200603322,Changning Zhang,CHN,female,11/6/95,1.93,79.0,volleyball,1,0,0,1371220000.0,8027.68381013907
965944116,Changrim An,KOR,male,3/2/94,1.7,73.0,judo,0,0,0,50617045.0,27221.5240509661
428792415,Changrui Xue,CHN,male,5/31/91,1.88,75.0,athletics,0,0,0,1371220000.0,8027.68381013907
278225437,Changzhou Huang,CHN,male,8/20/94,1.86,73.0,athletics,0,0,0,1371220000.0,8027.68381013907
227590205,Chanice Chase,CAN,female,8/6/93,1.73,61.0,athletics,0,0,0,35851774.0,43248.529909341
66906563,Chantal Achterberg,NED,female,4/16/85,1.72,72.0,rowing,0,1,0,16936520.0,44299.768085383
25695000,Chantal Hoffmann,LUX,female,10/30/87,1.67,62.0,cycling,0,0,0,569676.0,101449.968168042
543504980,Chantal Van Landeghem,CAN,female,3/5/94,1.8,77.0,aquatics,0,0,1,35851774.0,43248.529909341
797864870,Chantelle Esau,RSA,female,12/14/90,1.63,52.0,football,0,0,0,54956920.0,5723.97335690212
327647564,Chanu Saikhom Mirabai,IND,female,8/8/94,1.45,48.0,weightlifting,0,0,0,1311050527.0,1598.25903421916
912660957,Chao He,CHN,male,2/11/92,1.68,67.0,aquatics,0,0,0,1371220000.0,8027.68381013907
89640785,Chao Xu,CHN,male,11/5/94,1.85,82.0,cycling,0,0,0,1371220000.0,8027.68381013907
248093384,Chao Yue,CHN,female,1/5/91,1.65,50.0,athletics,0,0,0,1371220000.0,8027.68381013907
176787590,Chao Zhou,CHN,female,1/12/87,1.7,70.0,judo,0,0,0,1371220000.0,8027.68381013907
516647126,Chaopan Lin,CHN,male,8/27/95,1.63,60.0,gymnastics,0,0,1,1371220000.0,8027.68381013907
569192989,Charity Williams,CAN,female,10/20/96,1.62,68.0,rugby sevens,0,0,1,35851774.0,43248.529909341
957327519,Charlene Woitha,GER,female,8/21/93,1.78,77.0,athletics,0,0,0,81413145.0,41313.3139945434
792508512,Charles Albert Shone Conwell,USA,male,11/2/97,1.76,,boxing,0,0,0,321418820.0,56115.7184261955
624227669,Charles Chibana,BRA,male,9/11/89,1.63,66.0,judo,0,0,0,207847528.0,8538.5899749574
32540693,Charles Cole,USA,male,6/21/86,1.94,90.0,rowing,0,0,0,321418820.0,56115.7184261955
607494288,Charles Correa,BRA,male,10/9/92,1.59,58.0,canoe,0,0,0,207847528.0,8538.5899749574
91062898,Charles Fernandez,GUA,male,12/28/95,1.81,74.0,modern pentathlon,0,0,0,16342897.0,3903.47885604613
557871221,Charles Grethen,LUX,male,6/2/92,1.8,68.0,athletics,0,0,0,569676.0,101449.968168042
15332817,Charles Jock,USA,male,11/23/89,1.91,74.0,athletics,0,0,0,321418820.0,56115.7184261955
262046958,Charles Kahudi,FRA,male,7/19/86,1.97,104.0,basketball,0,0,0,66808385.0,36205.5681017036
935795662,Charles Philibert-Thiboutot,CAN,male,12/31/90,1.82,63.0,athletics,0,0,0,35851774.0,43248.529909341
763413652,Charles Yosei Muneria,KEN,male,2/10/96,1.67,55.0,athletics,0,0,0,46050302.0,1376.71282894881
762626712,Charley Hull,GBR,female,3/20/96,1.7,70.0,golf,0,0,0,65138232.0,43875.9696143686
373271527,Charlie Buckingham,USA,male,1/16/89,1.88,81.0,sailing,0,0,0,321418820.0,56115.7184261955
617780689,Charlie Grice,GBR,male,11/7/93,1.82,70.0,athletics,0,0,0,65138232.0,43875.9696143686
932285565,Charline Mathias,LUX,female,5/23/92,1.73,60.0,athletics,0,0,0,569676.0,101449.968168042
889819769,Charline Picon,FRA,female,12/23/84,1.69,57.0,sailing,1,0,0,66808385.0,36205.5681017036
477185472,Charline van Snick,BEL,female,9/2/90,1.57,48.0,judo,0,0,0,11285721.0,40324.0277657215
647849033,Charlotta Fougberg,SWE,female,6/19/85,1.65,51.0,athletics,0,0,0,9798871.0,50579.6736486777
445362383,Charlotte Becker,GER,female,5/19/83,1.73,64.0,cycling,0,0,0,81413145.0,41313.3139945434
721017208,Charlotte Bonin,ITA,female,2/10/87,1.73,60.0,triathlon,0,0,0,60802085.0,29957.8043154372
